location,date,new_cases,total_cases,new_deaths,total_deaths
Morocco,2021-08-11,9153.0,720256.0,98.0,10607.0
Morocco,2021-08-12,10828.0,731084.0,104.0,10711.0
Morocco,2021-08-13,10752.0,741836.0,112.0,10823.0
Morocco,2021-08-14,10240.0,752076.0,110.0,10933.0
Morocco,2021-08-15,7380.0,759456.0,84.0,11017.0
Morocco,2021-08-16,3897.0,763353.0,102.0,11119.0
Morocco,2021-08-17,9041.0,772394.0,123.0,11242.0
Morocco,2021-08-18,9703.0,782097.0,103.0,11345.0
Morocco,2021-08-19,9462.0,791559.0,127.0,11472.0
Morocco,2021-08-20,8216.0,799775.0,115.0,11587.0
Morocco,2021-08-21,6513.0,806288.0,90.0,11677.0
Morocco,2021-08-22,4661.0,810949.0,115.0,11792.0
Morocco,2021-08-23,2996.0,813945.0,97.0,11889.0
Morocco,2021-08-24,7184.0,821129.0,105.0,11994.0
Morocco,2021-08-25,8008.0,829137.0,85.0,12079.0
Morocco,2021-08-26,7357.0,836494.0,97.0,12176.0
Morocco,2021-08-27,6863.0,843357.0,92.0,12268.0
Morocco,2021-08-28,6175.0,849532.0,93.0,12361.0
Morocco,2021-08-29,3841.0,853373.0,76.0,12437.0
Morocco,2021-08-30,2676.0,856049.0,103.0,12540.0
Morocco,2021-08-31,4899.0,860948.0,109.0,12649.0
Morocco,2021-09-01,6020.0,866968.0,100.0,12749.0
Morocco,2021-09-02,5383.0,872351.0,70.0,12819.0
Morocco,2021-09-03,4381.0,876732.0,104.0,12923.0
Morocco,2021-09-04,4310.0,881042.0,70.0,12993.0
Morocco,2021-09-05,3043.0,884085.0,80.0,13073.0
Morocco,2021-09-06,1923.0,886008.0,72.0,13145.0
Morocco,2021-09-07,3524.0,889532.0,79.0,13224.0
Morocco,2021-09-08,3930.0,893462.0,72.0,13296.0
Morocco,2021-09-09,3451.0,896913.0,74.0,13370.0
Morocco,2021-09-10,2668.0,899581.0,66.0,13436.0
Morocco,2021-09-11,3113.0,902694.0,52.0,13488.0
Morocco,2021-09-12,1953.0,904647.0,58.0,13546.0
Morocco,2021-09-13,917.0,905564.0,72.0,13618.0
Morocco,2021-09-14,2785.0,908349.0,65.0,13683.0
Morocco,2021-09-15,2642.0,910991.0,46.0,13729.0
Morocco,2021-09-16,2432.0,913423.0,46.0,13775.0
Morocco,2021-09-17,2412.0,915835.0,53.0,13828.0
Morocco,2021-09-18,2291.0,918126.0,48.0,13876.0
Morocco,2021-09-19,1555.0,919681.0,34.0,13910.0
Morocco,2021-09-20,693.0,920374.0,48.0,13958.0
Morocco,2021-09-21,1848.0,922222.0,51.0,14009.0
Morocco,2021-09-22,1702.0,923924.0,31.0,14040.0
Morocco,2021-09-23,1583.0,925507.0,36.0,14076.0
Morocco,2021-09-24,1620.0,927127.0,26.0,14102.0
Morocco,2021-09-25,1444.0,928571.0,30.0,14132.0
Morocco,2021-09-26,734.0,929305.0,35.0,14167.0
Morocco,2021-09-27,394.0,929699.0,32.0,14199.0
Morocco,2021-09-28,1192.0,930891.0,26.0,14225.0
Morocco,2021-09-29,1082.0,931973.0,23.0,14248.0
Morocco,2021-09-30,1098.0,933071.0,19.0,14267.0
Morocco,2021-10-01,936.0,934007.0,23.0,14290.0
Morocco,2021-10-02,821.0,934828.0,25.0,14315.0
Morocco,2021-10-03,504.0,935332.0,24.0,14339.0
Morocco,2021-10-04,228.0,935560.0,16.0,14355.0
Morocco,2021-10-05,676.0,936236.0,17.0,14372.0
Morocco,2021-10-06,727.0,936963.0,18.0,14390.0
Morocco,2021-10-07,668.0,937631.0,23.0,14413.0
Morocco,2021-10-08,655.0,938286.0,14.0,14427.0
Morocco,2021-10-09,515.0,938801.0,15.0,14442.0
Morocco,2021-10-10,386.0,939187.0,15.0,14457.0
Morocco,2021-10-11,169.0,939356.0,17.0,14474.0
Morocco,2021-10-12,566.0,939922.0,11.0,14485.0
Morocco,2021-10-13,581.0,940503.0,15.0,14500.0
Morocco,2021-10-14,506.0,941009.0,20.0,14520.0
Morocco,2021-10-15,437.0,941446.0,13.0,14533.0
Morocco,2021-10-16,417.0,941863.0,4.0,14537.0
Morocco,2021-10-17,269.0,942132.0,7.0,14544.0
Morocco,2021-10-18,148.0,942280.0,17.0,14561.0
Morocco,2021-10-19,499.0,942779.0,5.0,14566.0
Morocco,2021-10-20,188.0,942967.0,14.0,14580.0
Morocco,2021-10-21,255.0,943222.0,13.0,14593.0
Morocco,2021-10-22,430.0,943652.0,7.0,14600.0
Morocco,2021-10-23,424.0,944076.0,6.0,14606.0
Morocco,2021-10-24,201.0,944277.0,6.0,14612.0
Morocco,2021-10-25,101.0,944378.0,9.0,14621.0
Morocco,2021-10-26,425.0,944803.0,15.0,14636.0
Morocco,2021-10-27,398.0,945201.0,11.0,14647.0
Morocco,2021-10-28,303.0,945504.0,7.0,14654.0
Morocco,2021-10-29,216.0,945720.0,6.0,14660.0
Morocco,2021-10-30,240.0,945960.0,7.0,14667.0
Morocco,2021-10-31,185.0,946145.0,1.0,14668.0
Morocco,2021-11-01,138.0,946283.0,10.0,14678.0
Morocco,2021-11-02,260.0,946543.0,5.0,14683.0
Morocco,2021-11-03,223.0,946766.0,6.0,14689.0
Morocco,2021-11-04,191.0,946957.0,9.0,14698.0
Morocco,2021-11-05,182.0,947139.0,3.0,14701.0
Morocco,2021-11-06,168.0,947307.0,5.0,14706.0
Morocco,2021-11-07,89.0,947396.0,7.0,14713.0
Morocco,2021-11-08,55.0,947451.0,8.0,14721.0
Morocco,2021-11-09,159.0,947610.0,5.0,14726.0
Morocco,2021-11-10,151.0,947761.0,3.0,14729.0
Morocco,2021-11-11,141.0,947902.0,5.0,14734.0
Morocco,2021-11-12,123.0,948025.0,3.0,14737.0
Morocco,2021-11-13,132.0,948157.0,3.0,14740.0
Morocco,2021-11-14,69.0,948226.0,3.0,14743.0
Morocco,2021-11-15,45.0,948271.0,3.0,14746.0
Morocco,2021-11-16,120.0,948391.0,1.0,14747.0
Morocco,2021-11-17,148.0,948539.0,7.0,14754.0
Morocco,2021-11-18,94.0,948633.0,1.0,14755.0
Morocco,2021-11-19,72.0,948705.0,3.0,14758.0
Morocco,2021-11-20,125.0,948830.0,3.0,14761.0
Morocco,2021-11-21,93.0,948923.0,0.0,14761.0
Morocco,2021-11-22,53.0,948976.0,3.0,14764.0
Morocco,2021-11-23,157.0,949133.0,2.0,14766.0
Morocco,2021-11-24,130.0,949263.0,4.0,14770.0
Morocco,2021-11-25,115.0,949378.0,0.0,14770.0
Morocco,2021-11-26,154.0,949532.0,3.0,14773.0
Morocco,2021-11-27,116.0,949648.0,1.0,14774.0
Morocco,2021-11-28,84.0,949732.0,0.0,14774.0
Morocco,2021-11-29,53.0,949785.0,1.0,14775.0
Morocco,2021-11-30,132.0,949917.0,1.0,14776.0
Morocco,2021-12-01,171.0,950088.0,3.0,14779.0
Morocco,2021-12-02,135.0,950223.0,3.0,14782.0
Morocco,2021-12-03,151.0,950374.0,2.0,14784.0
Morocco,2021-12-04,127.0,950501.0,3.0,14787.0
Morocco,2021-12-05,90.0,950591.0,1.0,14788.0
Morocco,2021-12-06,52.0,950643.0,0.0,14788.0
Morocco,2021-12-07,158.0,950801.0,0.0,14788.0
Morocco,2021-12-08,145.0,950946.0,4.0,14792.0
Morocco,2021-12-09,146.0,951092.0,2.0,14794.0
Morocco,2021-12-10,175.0,951267.0,1.0,14795.0
Morocco,2021-12-11,113.0,951380.0,1.0,14796.0
Morocco,2021-12-12,102.0,951482.0,0.0,14796.0
Morocco,2021-12-13,62.0,951544.0,2.0,14798.0
Morocco,2021-12-14,219.0,951763.0,0.0,14798.0
Morocco,2021-12-15,221.0,951984.0,0.0,14798.0
Morocco,2021-12-16,205.0,952189.0,4.0,14802.0
Morocco,2021-12-17,209.0,952398.0,2.0,14804.0
Morocco,2021-12-18,230.0,952628.0,4.0,14808.0
Morocco,2021-12-19,186.0,952814.0,1.0,14809.0
Morocco,2021-12-20,102.0,952916.0,1.0,14810.0
Morocco,2021-12-21,381.0,953297.0,4.0,14814.0
Morocco,2021-12-22,427.0,953724.0,3.0,14817.0
Morocco,2021-12-23,475.0,954199.0,6.0,14823.0
Morocco,2021-12-24,654.0,954853.0,2.0,14825.0
Morocco,2021-12-25,734.0,955587.0,2.0,14827.0
Morocco,2021-12-26,532.0,956119.0,1.0,14828.0
Morocco,2021-12-27,291.0,956410.0,4.0,14832.0
Morocco,2021-12-28,1184.0,957594.0,5.0,14837.0
Morocco,2021-12-29,1504.0,959098.0,5.0,14842.0
Morocco,2021-12-30,1960.0,961058.0,2.0,14844.0
Morocco,2021-12-31,2034.0,963092.0,5.0,14849.0
Morocco,2022-01-01,2328.0,965420.0,2.0,14851.0
Morocco,2022-01-02,1357.0,966777.0,4.0,14855.0
Morocco,2022-01-03,885.0,967662.0,7.0,14862.0
Morocco,2022-01-04,4299.0,971961.0,5.0,14867.0
Morocco,2022-01-05,5618.0,977579.0,5.0,14872.0
Morocco,2022-01-06,6050.0,983629.0,11.0,14883.0
Morocco,2022-01-07,6428.0,990057.0,13.0,14896.0
Morocco,2022-01-08,7064.0,997121.0,8.0,14904.0
Morocco,2022-01-09,4963.0,1002084.0,7.0,14911.0
Morocco,2022-01-10,2622.0,1004706.0,4.0,14915.0
