new_cases
1.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
1.0
2.0
1.0
1.0
10.0
11.0
1.0
9.0
11.0
14.0
14.0
19.0
19.0
28.0
27.0
55.0
50.0
70.0
57.0
77.0
77.0
61.0
37.0
54.0
83.0
128.0
102.0
99.0
64.0
91.0
99.0
74.0
97.0
116.0
102.0
125.0
136.0
259.0
281.0
121.0
170.0
191.0
163.0
237.0
122.0
190.0
139.0
168.0
55.0
132.0
69.0
102.0
146.0
160.0
174.0
150.0
166.0
189.0
140.0
163.0
199.0
153.0
218.0
137.0
94.0
95.0
45.0
89.0
129.0
82.0
71.0
110.0
78.0
121.0
74.0
27.0
99.0
45.0
24.0
42.0
71.0
66.0
27.0
26.0
33.0
56.0
81.0
68.0
80.0
73.0
78.0
135.0
71.0
29.0
73.0
82.0
101.0
92.0
46.0
66.0
77.0
539.0
226.0
138.0
195.0
172.0
563.0
431.0
295.0
244.0
175.0
238.0
243.0
103.0
333.0
319.0
534.0
393.0
164.0
228.0
164.0
308.0
249.0
214.0
203.0
191.0
161.0
165.0
283.0
181.0
289.0
221.0
326.0
180.0
220.0
302.0
570.0
811.0
633.0
609.0
500.0
826.0
1046.0
1063.0
693.0
522.0
659.0
1021.0
1283.0
1144.0
1018.0
1345.0
1230.0
826.0
1132.0
1499.0
1241.0
1306.0
1776.0
1472.0
1069.0
1245.0
1510.0
1325.0
1609.0
1565.0
1537.0
903.0
1276.0
1336.0
1221.0
1404.0
1567.0
1343.0
1191.0
1191.0
1672.0
1402.0
1750.0
1555.0
2234.0
1386.0
1941.0
2157.0
1889.0
2430.0
2238.0
2251.0
1517.0
2121.0
1692.0
2488.0
2760.0
2552.0
1927.0
1376.0
2227.0
2397.0
2356.0
2423.0
2719.0
2444.0
1422.0
2076.0
2470.0
2391.0
2521.0
2663.0
2044.0
1423.0
2553.0
2776.0
2929.0
3445.0
3443.0
2563.0
1357.0
3185.0
3387.0
3317.0
3498.0
3763.0
2721.0
2117.0
3254.0
3577.0
4151.0
3685.0
4045.0
3020.0
2264.0
3988.0
3985.0
4320.0
3256.0
3790.0
3460.0
2526.0
4495.0
5745.0
5641.0
5398.0
5836.0
4596.0
3170.0
5214.0
5461.0
6195.0
5515.0
5875.0
4966.0
3012.0
5415.0
5391.0
4559.0
4706.0
4702.0
3979.0
2587.0
3999.0
4979.0
4178.0
4592.0
4412.0
4115.0
2533.0
3508.0
4346.0
4434.0
3996.0
4118.0
2919.0
1531.0
2900.0
4096.0
3345.0
3035.0
3033.0
2012.0
1217.0
2793.0
3351.0
2776.0
2647.0
2833.0
1899.0
877.0
2646.0
2566.0
2650.0
2329.0
2369.0
1517.0
950.0
2160.0
2143.0
1861.0
1777.0
1171.0
1005.0
656.0
1637.0
1642.0
1597.0
1543.0
1416.0
895.0
456.0
801.0
1266.0
1279.0
1291.0
1240.0
806.0
473.0
1246.0
1152.0
1164.0
1138.0
925.0
520.0
337.0
867.0
890.0
756.0
851.0
701.0
466.0
281.0
835.0
774.0
620.0
712.0
587.0
389.0
234.0
536.0
564.0
471.0
496.0
479.0
339.0
121.0
476.0
508.0
477.0
448.0
444.0
207.0
108.0
446.0
419.0
386.0
480.0
416.0
244.0
112.0
393.0
594.0
394.0
420.0
407.0
249.0
102.0
508.0
453.0
464.0
431.0
451.0
305.0
159.0
526.0
466.0
487.0
444.0
444.0
246.0
125.0
569.0
439.0
511.0
514.0
491.0
301.0
97.0
665.0
676.0
579.0
581.0
575.0
365.0
132.0
696.0
663.0
635.0
625.0
740.0
414.0
175.0
684.0
703.0
596.0
587.0
600.0
364.0
138.0
720.0
669.0
600.0
592.0
507.0
326.0
102.0
507.0
493.0
421.0
363.0
313.0
294.0
56.0
373.0
371.0
360.0
298.0
314.0
236.0
58.0
242.0
268.0
238.0
35.0
112.0
127.0
79.0
397.0
338.0
333.0
358.0
363.0
211.0
90.0
310.0
385.0
314.0
336.0
410.0
240.0
108.0
394.0
418.0
395.0
346.0
426.0
231.0
104.0
473.0
386.0
376.0
400.0
455.0
270.0
109.0
476.0
500.0
468.0
481.0
439.0
288.0
86.0
437.0
522.0
484.0
551.0
493.0
452.0
219.0
690.0
776.0
789.0
844.0
951.0
605.0
247.0
1177.0
1279.0
1336.0
1250.0
1566.0
1057.0
657.0
1897.0
2257.0
2571.0
2791.0
2853.0
2144.0
1153.0
3631.0
3940.0
1402.0
1910.0
5494.0
4110.0
2205.0
6971.0
9428.0
8995.0
9128.0
7529.0
6189.0
4206.0
8760.0
10603.0
12039.0
11358.0
10609.0
8990.0
5043.0
9778.0
9153.0
10828.0
10752.0
10240.0
7380.0
3897.0
9041.0
9703.0
9462.0
8216.0
6513.0
4661.0
2996.0
7184.0
8008.0
7357.0
6863.0
6175.0
3841.0
2676.0
4899.0
6020.0
5383.0
4381.0
4310.0
3043.0
1923.0
3524.0
3930.0
3451.0
2668.0
3113.0
1953.0
917.0
2785.0
2642.0
2432.0
2412.0
2291.0
1555.0
693.0
1848.0
1702.0
1583.0
1620.0
1444.0
734.0
394.0
1192.0
1082.0
1098.0
936.0
821.0
504.0
228.0
676.0
727.0
668.0
655.0
515.0
386.0
169.0
566.0
581.0
506.0
437.0
417.0
269.0
148.0
499.0
188.0
255.0
430.0
424.0
201.0
101.0
425.0
398.0
303.0
216.0
240.0
185.0
138.0
260.0
223.0
191.0
182.0
168.0
89.0
55.0
159.0
151.0
141.0
123.0
132.0
69.0
45.0
120.0
148.0
94.0
72.0
125.0
93.0
53.0
157.0
130.0
115.0
154.0
116.0
84.0
53.0
132.0
171.0
135.0
151.0
127.0
90.0
52.0
158.0
145.0
146.0
175.0
113.0
102.0
62.0
219.0
221.0
205.0
209.0
230.0
186.0
102.0
381.0
427.0
475.0
654.0
734.0
532.0
291.0
1184.0
1504.0
1960.0
2034.0
2328.0
1357.0
885.0
4299.0
5618.0
6050.0
6428.0
7064.0
4963.0
2622.0
